County,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116” DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAND ROVER RANGE ROVER,LEXUS NX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,WORKHORSE E-GEN PLUG IN HYBRID,XOS MDXT,XOS SV01,Grand Total
Taylor,,,,,,,1.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,5.0,,10.0,11.0,,,19.0,13.0,,,,,,,,,10.0,10.0,3.0,,12.0,24.0,,,,,,,,,1.0,1.0,,,,,2.0,2.0,,1.0,2.0,,,,,,,5.0,14.0,,8.0,,2.0,1.0,2.0,,1.0,,,1.0,,2.0,1.0,,,2.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,21.0,,2.0,13.0,,,,,,1.0,,1.0,,4.0,3.0,,,2.0,,1.0,,2.0,90.0,26.0,12.0,45.0,,,2.0,1.0,7.0,,7.0,,,7.0,,2.0,,,,,2.0,5.0,,,,,868.0
Terry,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,32.0
Throckmorton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
Titus,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,3.0,4.0,,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,2.0,,2.0,,,,,,,,,3.0,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,12.0,3.0,1.0,7.0,,,,,2.0,,,,,1.0,,,,,,,1.0,1.0,,,,,114.0
Tom Green,,,,,1.0,,1.0,,1.0,,,,,1.0,3.0,2.0,3.0,,,,1.0,,,3.0,,,,,,12.0,,8.0,7.0,,,9.0,7.0,,,,,,3.0,,,2.0,1.0,5.0,1.0,5.0,11.0,,,,,,,,,,1.0,,,5.0,,1.0,,,,,,,,,,,5.0,20.0,,8.0,1.0,5.0,,2.0,,2.0,,,,,2.0,1.0,,1.0,6.0,,,,,,,,1.0,,,,,,,,,,,3.0,14.0,,,,,,4.0,,1.0,,3.0,2.0,,,1.0,,,,,57.0,11.0,6.0,28.0,,,,,8.0,,8.0,,1.0,2.0,,1.0,,,,,,6.0,,,,,608.0
Travis,20.0,68.0,2.0,1.0,195.0,65.0,47.0,122.0,161.0,85.0,4.0,,,206.0,194.0,12.0,348.0,285.0,36.0,19.0,43.0,151.0,82.0,466.0,8.0,,,,9.0,128.0,10.0,380.0,984.0,14.0,19.0,730.0,425.0,,2.0,5.0,,1.0,104.0,6.0,24.0,157.0,144.0,364.0,40.0,232.0,953.0,,58.0,,17.0,23.0,10.0,7.0,,11.0,21.0,,,151.0,,38.0,649.0,1.0,106.0,76.0,4.0,6.0,10.0,3.0,,51.0,358.0,641.0,1.0,160.0,48.0,305.0,3.0,34.0,20.0,33.0,20.0,38.0,41.0,1.0,37.0,14.0,,73.0,65.0,2.0,1.0,5.0,5.0,47.0,31.0,39.0,126.0,2.0,19.0,32.0,4.0,,67.0,100.0,14.0,98.0,20.0,103.0,927.0,,,2.0,229.0,,115.0,46.0,311.0,,569.0,332.0,1.0,,13.0,,23.0,28.0,199.0,8231.0,2216.0,1379.0,7876.0,8.0,,34.0,67.0,409.0,4.0,298.0,,59.0,470.0,48.0,40.0,6.0,,17.0,138.0,246.0,395.0,,,,,71872.0
Trinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,2.0,,1.0,,,2.0,,,,,,,,,,,,,44.0
Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,32.0
Upshur,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,7.0,2.0,,,,,,,,,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,,,1.0,,,,,,,,20.0,2.0,1.0,8.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,144.0
Upton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0
Uvalde,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,8.0,5.0,1.0,3.0,,,,,2.0,,,,,,,,,,,,,,,,,,66.0
Val Verde,,1.0,,,,,,,1.0,,,,,3.0,,,3.0,1.0,,,1.0,,1.0,2.0,,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,2.0,,1.0,,2.0,4.0,,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,9.0,6.0,,,,1.0,,,,,,,1.0,,2.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,3.0,,,,,,1.0,,1.0,,,2.0,,,,,,1.0,,21.0,5.0,,9.0,2.0,,1.0,,7.0,,1.0,,,,,1.0,,,,,,,,,,,222.0
Van Zandt,,,,,,,,,1.0,,,,,2.0,1.0,,3.0,1.0,,,,,,1.0,,,,,,1.0,,2.0,6.0,,,8.0,5.0,,,,,,1.0,,1.0,5.0,3.0,4.0,,4.0,9.0,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,,,,,2.0,6.0,,1.0,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,1.0,4.0,,,,,,,,2.0,,2.0,3.0,,,1.0,,,,1.0,36.0,3.0,2.0,21.0,,,,,3.0,,,,,,,,,,,,,,,,,,312.0
Victoria,,1.0,,,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,2.0,,,3.0,,,6.0,1.0,,,,,,1.0,,1.0,1.0,,4.0,,3.0,6.0,,,,,,1.0,,,,2.0,,,1.0,,1.0,1.0,,1.0,2.0,,,,,,,1.0,7.0,,3.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,1.0,,,,,,2.0,,,3.0,,,,,,,,3.0,,1.0,,,,1.0,,,,,45.0,15.0,5.0,43.0,,,5.0,1.0,5.0,,4.0,,1.0,,,,,,,,,2.0,,,,,396.0
Walker,,2.0,,,,,,,,,,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,3.0,1.0,,,3.0,4.0,,,,,,1.0,,,1.0,,5.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,8.0,7.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,7.0,,,,,,,1.0,,,2.0,,,,,,,,,25.0,5.0,4.0,18.0,,,,,1.0,,1.0,,,4.0,,1.0,,,,1.0,,1.0,,,,,246.0
Waller,,1.0,,,3.0,2.0,,2.0,1.0,1.0,,,,2.0,1.0,,1.0,1.0,,,1.0,4.0,,5.0,,,,,,1.0,,1.0,14.0,,,7.0,12.0,,,,,,1.0,,,1.0,1.0,5.0,,5.0,12.0,,1.0,,,,2.0,,,1.0,1.0,,,5.0,,,8.0,,3.0,1.0,,2.0,,,,,3.0,6.0,,,,4.0,,,1.0,,,,2.0,,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,4.0,5.0,,,,2.0,,2.0,2.0,3.0,,3.0,4.0,,,,,,1.0,2.0,93.0,23.0,11.0,127.0,,,1.0,,4.0,,2.0,,1.0,10.0,1.0,,,,,1.0,,3.0,,,,,874.0
Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,22.0
Washington,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,2.0,,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,2.0,,5.0,,4.0,8.0,,,,,,,,,,,,,,,1.0,4.0,,2.0,,,1.0,,,,,,3.0,,,1.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,34.0,5.0,5.0,24.0,,,,1.0,1.0,,2.0,,,1.0,1.0,,,,,,,2.0,,,,,266.0
Webb,1.0,,,,,3.0,1.0,3.0,5.0,1.0,,,,9.0,7.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,,1.0,,,6.0,,9.0,4.0,,1.0,10.0,6.0,,1.0,1.0,,,1.0,,,2.0,3.0,7.0,,3.0,27.0,,1.0,,,,,,,2.0,2.0,,,2.0,,,4.0,,1.0,,,,,,,,10.0,24.0,,4.0,,,2.0,,,,,1.0,2.0,,2.0,,,,7.0,,,,,6.0,4.0,4.0,17.0,,1.0,5.0,,,1.0,,,1.0,,4.0,3.0,,,,,,2.0,,8.0,,,5.0,,,,,,,1.0,128.0,20.0,24.0,94.0,,,3.0,,,,4.0,,,14.0,,1.0,,4.0,,1.0,,7.0,,,,,1132.0
Wharton,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,4.0,1.0,,,,,,,,,3.0,,1.0,,3.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,1.0,8.0,,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,11.0,5.0,3.0,10.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,,140.0
Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,4.0
Wichita,,1.0,,,,,,,1.0,,,,,3.0,6.0,,,1.0,,,5.0,,1.0,9.0,,,,,,1.0,,10.0,7.0,,,13.0,10.0,,,,,,2.0,,1.0,4.0,4.0,7.0,1.0,8.0,15.0,,,,,,,,,1.0,,,,6.0,,1.0,3.0,,1.0,1.0,,1.0,,,,,3.0,13.0,,2.0,,4.0,,4.0,,,,1.0,,,1.0,,,,2.0,,,,,,,,3.0,,,1.0,,,,1.0,,1.0,,1.0,7.0,,,,,,,2.0,2.0,,5.0,1.0,,,,,1.0,,,67.0,23.0,11.0,54.0,,,1.0,2.0,4.0,,1.0,,1.0,1.0,,1.0,,,,,2.0,2.0,,,,,698.0
Wilbarger,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,36.0
Willacy,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,5.0,,,5.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,50.0
Williamson,8.0,16.0,2.0,,54.0,17.0,15.0,34.0,44.0,12.0,1.0,,,75.0,65.0,2.0,112.0,94.0,11.0,2.0,8.0,61.0,22.0,181.0,,,,4.0,5.0,83.0,7.0,145.0,221.0,,8.0,310.0,264.0,,,,,,25.0,,12.0,61.0,37.0,140.0,10.0,109.0,264.0,1.0,25.0,,1.0,1.0,3.0,6.0,,3.0,3.0,,1.0,89.0,1.0,16.0,158.0,,39.0,15.0,6.0,9.0,3.0,,,12.0,62.0,174.0,,72.0,19.0,108.0,3.0,13.0,6.0,10.0,1.0,16.0,16.0,,38.0,11.0,,16.0,50.0,,1.0,2.0,5.0,18.0,15.0,26.0,49.0,,12.0,17.0,2.0,,22.0,34.0,3.0,28.0,,83.0,352.0,,,,62.0,,18.0,13.0,56.0,1.0,134.0,82.0,,,7.0,,6.0,17.0,57.0,3218.0,606.0,435.0,4711.0,2.0,,37.0,34.0,165.0,2.0,95.0,,15.0,244.0,18.0,13.0,2.0,,6.0,21.0,71.0,94.0,,,,1.0,28920.0
Wilson,,,,,1.0,,,,,,,,,2.0,3.0,1.0,,2.0,1.0,,,1.0,,2.0,,,,,,4.0,1.0,2.0,4.0,,1.0,3.0,8.0,,,,,,1.0,,,2.0,,4.0,,3.0,6.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,4.0,11.0,,,1.0,2.0,,,,,,,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,,,,,,,1.0,1.0,,1.0,2.0,,,,,,,,37.0,6.0,5.0,34.0,,,,,4.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,354.0
Winkler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0
Wise,1.0,,,,1.0,,,2.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,,1.0,1.0,5.0,,,,,1.0,1.0,,2.0,9.0,,,13.0,2.0,,,,,1.0,,,1.0,3.0,2.0,7.0,,8.0,12.0,,1.0,,1.0,,,,,,,,1.0,4.0,,,3.0,,2.0,2.0,,,,,,,4.0,7.0,,5.0,1.0,4.0,,1.0,,,,,1.0,,4.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,9.0,,,,1.0,,,1.0,1.0,,,3.0,,,,,,,1.0,55.0,17.0,8.0,25.0,,,,1.0,10.0,,,,,5.0,,,,,,1.0,1.0,3.0,,,,,534.0
Wood,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,5.0,,,4.0,3.0,,,,,,1.0,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,6.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,24.0,8.0,1.0,15.0,,,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,190.0
Yoakum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,4.0
Young,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,3.0,1.0,5.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,64.0
Zapata,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,22.0
Zavala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,6.0
Cochran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasscock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McMullen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schleicher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grand Total,248.0,528.0,84.0,28.0,3130.0,1198.0,900.0,2136.0,2000.0,1492.0,88.0,30.0,32.0,3338.0,3694.0,298.0,4076.0,4730.0,710.0,394.0,1114.0,2976.0,744.0,5956.0,234.0,6.0,2.0,122.0,418.0,4140.0,332.0,6506.0,9882.0,352.0,326.0,10060.0,7502.0,2.0,40.0,48.0,10.0,46.0,1044.0,102.0,494.0,2254.0,1700.0,6638.0,292.0,4704.0,13588.0,4.0,1292.0,4.0,230.0,250.0,336.0,180.0,16.0,518.0,672.0,6.0,36.0,2358.0,22.0,466.0,5704.0,10.0,1780.0,1286.0,124.0,190.0,132.0,26.0,10.0,626.0,6380.0,13140.0,82.0,3888.0,766.0,4308.0,138.0,726.0,310.0,528.0,380.0,582.0,932.0,26.0,1378.0,476.0,8.0,1384.0,1252.0,12.0,10.0,112.0,196.0,1664.0,956.0,1656.0,3650.0,56.0,354.0,860.0,194.0,2.0,438.0,946.0,142.0,1456.0,60.0,2282.0,9700.0,4.0,10.0,16.0,2838.0,24.0,1866.0,1062.0,4794.0,4616.0,5830.0,3452.0,60.0,2.0,410.0,2.0,166.0,650.0,1802.0,129224.0,32844.0,21934.0,132702.0,96.0,4.0,1070.0,1030.0,6028.0,42.0,3416.0,12.0,474.0,7366.0,1096.0,670.0,160.0,20.0,116.0,2008.0,2552.0,4436.0,4.0,2.0,4.0,2.0,1126784.0
